task,start_ns,duration_ns
automaton,67745350,1896920
construct_escape_carry_index,67749608,8426
prepare_kernel_input,67758114,333720
construct_combined_index_npu,68125678,1893073
npu_kernel_run,68318472,435872
read_kernel_output,68754625,470207
automaton,69642370,1887492
construct_escape_carry_index,69647440,9217
prepare_kernel_input,69656737,328671
construct_combined_index_npu,70018971,1884176
npu_kernel_run,70211625,422297
read_kernel_output,70634232,469747
automaton,71530003,1889986
construct_escape_carry_index,71534501,10249
prepare_kernel_input,71544831,324943
construct_combined_index_npu,71903287,1886019
npu_kernel_run,72095600,432807
read_kernel_output,72528707,473284
automaton,73420120,1906538
construct_escape_carry_index,73424328,9237
prepare_kernel_input,73433645,322308
construct_combined_index_npu,73789457,1901699
npu_kernel_run,73982010,430242
read_kernel_output,74412553,473724
automaton,75326748,1907810
construct_escape_carry_index,75330956,8065
prepare_kernel_input,75339101,318471
