task,start_ns,duration_ns
prepare_kernel_input,70059002,331025
construct_combined_index_npu,70423531,1548765
npu_kernel_run,70618409,427818
read_kernel_output,71046467,459979
automaton,71589473,1213873
construct_escape_carry_index,71594032,7594
prepare_kernel_input,71601706,336746
construct_combined_index_npu,71972446,1466841
npu_kernel_run,72165481,438148
read_kernel_output,72603869,456252
construct_escape_carry_index,73062956,7605
